covariate,smd_all,smd_matched,bs_id
ppt,1.3617561099291,0.108906255288253,b07
dist_flowline,0.0825205995153404,0.00579857285334874,b07
density_flowline,0.727215327730577,0.0657086025076215,b07
wet_freq_z,0.240202019948499,0.0310331517633569,b07
wet_sev_z,0.911314333621169,0.0182516327904567,b07
wet_freq,0.28628929515648,0.0675653268343541,b07
tmax_z,0.176912354668521,0.00587462145393557,b07
spei_freq,0.618389758219953,0.021665110081499,b07
insect_defo,0.0651002240611908,0.00475100220128293,b07
insect_mort,0.00211827001026519,0.0120429486417344,b07
hurr_ws,0,0,b07
regionatlantic,0.125589119293994,0.028172836693463,b07
regionlakes,0.956778595931589,0.0230384744849751,b07
regionpacific,1.64975024859547,0.0965862160999348,b07
tpa_live,0.476525163194414,0.00474915526562335,b07
distance,1.09299955345191,0.00178537282968523,b08
tree_cover,0.299698317523919,0.0769710242806176,b08
forest_type,0.317929756736218,0.0569274877715962,b08
ppt,1.37208955097158,0.123183834071459,b08
dist_flowline,0.0918703451411332,0.027394321949058,b08
density_flowline,0.724760837179957,0.0337679105491093,b08
wet_freq_z,0.260931133144198,0.0183172984615099,b08
wet_sev_z,0.88925413833426,0.0134944438709345,b08
wet_freq,0.31453775442215,0.0885579453702123,b08
tmax_z,0.163704556124529,0.000935887626065897,b08
spei_freq,0.585712113421089,0.00317222385031394,b08
insect_defo,0.0386663406249533,0.00213972651154844,b08
insect_mort,0.0262045329755887,0.0303573842123804,b08
hurr_ws,0,0,b08
regionatlantic,0.101164028263139,0.0280912449268604,b08
regionlakes,0.935751736909632,0.0140070985320492,b08
regionpacific,1.67588333779657,0.080053895157818,b08
tpa_live,0.463007730626309,0.0250654269733072,b08
distance,1.09909249337516,0.00181589790942885,b09
tree_cover,0.30546305404718,0.0696703763896028,b09
forest_type,0.308949101972116,0.0454185256457634,b09
ppt,1.33356901317898,0.117753552081761,b09
dist_flowline,0.0758235795796946,0.0155548949299852,b09
density_flowline,0.731872706288018,0.0583697357380558,b09
wet_freq_z,0.255214509726978,0.0163496635119235,b09
wet_sev_z,0.900858295845905,0.00409588451411204,b09
wet_freq,0.310244448859336,0.071986768691125,b09
tmax_z,0.159387712568199,0.0109983015952716,b09
spei_freq,0.590861861446355,0.0115386794618421,b09
insect_defo,0.0805000827054047,0.00201135140695895,b09
insect_mort,0.0537777174798711,0.0163325804899362,b09
hurr_ws,0,0,b09
regionatlantic,0.096966293823961,0.029497923583792,b09
regionlakes,0.931858930681071,0.00996150552361641,b09
regionpacific,1.65975393650934,0.0738229268003147,b09
tpa_live,0.464151651828283,0.0145216194398332,b09
distance,1.10161774779402,0.0017665639211539,b10
tree_cover,0.294291243673078,0.0827052203333827,b10
